price_open,price_high,price_low,amount,price_close
1592.24,1592.24,1546.94,8213.59,1549.5
1549.08,1570.15,1540.58,7754.37,1567.5
1564.97,1564.98,1529.35,4957.02,1541.53
1575.02,1599.11,1564.55,10168.23,1588.11
1590.79,1591.03,1563.16,5936.6,1564.49
1571.08,1585.74,1568.1,6843.17,1571.61
1572.94,1574.13,1544.42,5157.36,1549.47
1555.04,1562.63,1545.62,3708.58,1555.05
1557.62,1569.41,1557.23,4005.09,1558.52
1558.13,1558.15,1520.13,4943.65,1524.81
1524.22,1530.77,1506.54,5289.91,1523.52
1523.01,1532.03,1513.26,4065.24,1515.73
1510.25,1510.26,1480.09,5062.9,1483.35
1484.01,1498.05,1474.36,4302.62,1490.51
1491.07,1491.07,1460.48,4114.14,1462
1458.61,1532.74,1455.31,8454.17,1521.26
1522.88,1540.83,1508.43,9191.49,1529.51
1529.34,1529.38,1511.26,4269.58,1517.23
1515.99,1534.38,1515.75,4708.53,1530.96
1531.75,1531.75,1513.92,3736.41,1524.84
1524.77,1529.44,1511.22,3701.85,1511.71
1508.64,1508.65,1493.24,3628.48,1494.25
1489.14,1496.84,1481.25,2774.21,1496.24
1496.83,1527.77,1496.81,5209.07,1524.07
1523.95,1524.01,1506.43,2903.87,1507.67
1511.12,1528.36,1510.53,3720.23,1516.15
1517.28,1564.92,1517.26,11847.84,1562.72
1704.7,1709.07,1647.5,49479.88,1707.31
1718.23,1748.89,1690.61,39276.72,1706.59
1698.11,1719.08,1684.91,22850.34,1712.91
1714.74,1730.67,1706.14,19527.99,1723.55
1724.73,1747.23,1711,27319.48,1732.76
1736.29,1740.38,1712.77,14410.13,1713.71
1707.45,1725.89,1698.83,12692.81,1724.95
1727.09,1736.08,1719.62,13262.94,1730.92
1731.9,1735.83,1710.29,12856.61,1713.14
1709.84,1722.48,1704.19,10822.72,1722.19
1723.58,1737.86,1721.12,11098.9,1732.93
1733.83,1741.92,1724.39,10444.75,1729.99
1728.52,1729.73,1698.83,11949.6,1701.82
1698.21,1712.2,1689.22,9282.34,1696.94
1696.64,1706.44,1693.21,8390.5,1698.3
1696.81,1697.38,1685.54,8025.67,1687.95
1687.67,1704.77,1686.81,6945.81,1691.62
1692.45,1702.24,1680.2,6253.29,1701.72
1703.81,1711.69,1695.4,8109.55,1704.91
1706.36,1714.09,1703.38,7453.64,1713.86
1712.02,1712.33,1678.5,8274.09,1681.01
1676.9,1684.66,1670.38,6693.79,1673.86
1673.68,1679.66,1667.44,5297.38,1672.4
1675.47,1682.89,1662.38,5182.11,1665.11
1665.09,1670.23,1656.82,4861.31,1657.5
1654.93,1665.96,1647.27,4824.13,1665.67
1666.58,1672.12,1656.85,6117.26,1669
1667.62,1671.48,1649.01,5325.01,1651.59
1650.05,1659.97,1639.23,4698.49,1653.01
1653.64,1662.72,1653.17,4067.45,1661.87
1661.4,1661.58,1652.4,4085.99,1653.96
1652.94,1679.81,1649.89,6427.13,1670.62
1670.17,1670.81,1663.93,3610.4,1668.07
1668.51,1675.3,1657.47,4062.43,1659.8
1658.44,1658.77,1642.77,4856.74,1647.05
1642.48,1642.59,1633.09,4343.15,1634.57
1633.68,1642.41,1633.55,3157.48,1636.63
1636.89,1647.09,1635.29,3082.67,1646.72
1646.62,1647.07,1632.13,3271.65,1634.37
1632.96,1652.98,1624.05,5366.9,1646.79
1645.93,1650.09,1641.4,3515.36,1644.3
1644.62,1673.92,1644.25,7429.76,1671.35
1671.99,1677.95,1668.36,6019.23,1673.55
1672.7,1696.28,1672.43,9449.43,1686.11
1686.3,1688.12,1679.12,6200.48,1683.21
1682.14,1682.32,1668.82,5366.81,1670.69
1670.63,1680.06,1670.11,7074.3,1679.69
1680.75,1683.51,1675.53,6440.21,1676.77
1676.86,1680.17,1665.72,4472.18,1667.32
1666.98,1669.14,1664.82,4261.46,1666.62
1666.34,1669.91,1663.17,3720.36,1668.77
1669.59,1680.28,1669.58,4261.11,1674.07
1674.45,1675.97,1662.49,4101.16,1663.97
1662.89,1662.9,1639.82,6143.67,1641.81
1639.89,1644.8,1629.93,5270.25,1631.38
1628.45,1628.45,1617.01,4152.66,1621.58
1620.28,1627.35,1619.33,3755.12,1625.11
1625.33,1626.84,1605.98,4220.18,1620.36
1619.94,1631.67,1614.6,3722.19,1624.56
1624.5,1626.07,1621.42,3362.25,1625.76
1624.13,1624.14,1598.74,4617.86,1604.08
1603.46,1612.02,1593.98,4213.63,1604.88
1603.61,1605.22,1593.53,3683.16,1594.58
1593.57,1623.65,1585.07,5682.55,1619.35
1618.2,1618.2,1602.89,3891.94,1604.91
1602.28,1604.3,1597.29,2768.26,1602.59
1602.2,1602.29,1594.28,3327.74,1596.73
1595.81,1602.35,1590.49,3853.79,1597.84
1597.85,1599.98,1586.53,4417.02,1587.65
1587.24,1591.84,1577.53,4187.7,1581.62
1577.05,1577.05,1558.48,2659.84,1562.99
1570.65,1571.52,1534.91,7573.82,1535.37
1532.18,1542.56,1528.35,3587.68,1530.41
1532.14,1536.87,1521.91,4644.89,1524.05
1522.87,1532.63,1509.14,4097.42,1531.68
1531.58,1534.58,1522.1,2974.37,1524.73
1524.91,1548.53,1524.91,4012.78,1537.39
1537.97,1538.79,1511.4,3406.7,1513.1
1511.18,1523.83,1500.54,3541.93,1519.54
1519.21,1525.26,1512.33,2947.39,1524.93
1525.08,1553.87,1525.07,5563.65,1548.1
1549.77,1550.09,1539.48,4165.72,1548.97
1549.79,1550.43,1535.9,4208.31,1536.52
1535.8,1542.59,1517.42,4438.12,1520.31
1518.09,1518.6,1500.01,4087.22,1502.72
1501.38,1511.77,1488.68,4213.73,1510.88
1511.11,1513.46,1498.45,3383.48,1509.71
1510.03,1521.87,1506,3154.42,1507.5
1507.38,1511.1,1498.21,3149.42,1510.76
1516.22,1532.23,1515.07,4342.41,1531.84
1533.81,1565.23,1532.29,10528.07,1558.24
1558.91,1559.23,1548.73,6151.17,1552.56
1554.04,1559.82,1546.27,5551.29,1554.24
1570,1573.1,1517.39,7541.35,1522.19
1519.6,1526.13,1501.99,3855.85,1504.4
1504.58,1517.72,1481.16,6212.79,1485.91
1483.71,1491.24,1461.26,5324.18,1490.46
1488.91,1489.14,1459.71,4954.01,1460.8
1455.98,1481.22,1451.39,5275.65,1463.69
1463.72,1468.33,1447.49,3700.77,1451.29
1450.7,1464.76,1441.73,3710.42,1462.17
1459.21,1459.21,1423.8,4812.46,1425.84
1421.23,1421.23,1389.29,5483.25,1390.63
1392.57,1409,1375.54,5403.46,1395.5
1393.34,1403.51,1383.09,3416.14,1398.44
1398.44,1408.79,1371.01,4174.13,1371.17
1365.82,1384,1353.14,5332.98,1378.75
1378.14,1417.85,1372.38,6208.72,1417.53
1420.43,1450.19,1409.2,12267.85,1434.18
1432.03,1432.03,1394.91,5663.04,1395.68
1391.72,1409.89,1388.51,4218.67,1408.84
1414.89,1432.9,1406.61,6504.12,1414.45
1411.89,1411.89,1395.08,3977.07,1404.88
1404.93,1417,1396.21,3308.8,1405.53
1404.51,1410.79,1395.93,2787.27,1400.87
1400.56,1406.9,1383.57,4341.95,1383.84
1381.4,1383.15,1367.31,3643.22,1379.2
1378.82,1399.77,1378.81,3791.91,1383.91
1375.78,1401.6,1367.93,4621.44,1396.9
1397.72,1409.94,1392.89,5247.33,1408.52
1409.17,1418.21,1403.58,4765.67,1416.1
1416.67,1424.48,1409.84,5286.67,1411.72
1411.28,1414.29,1402.64,4208.86,1413.6
1414.35,1431.36,1410.46,5348.77,1427.94
1429.95,1439.85,1429.29,5474.17,1430.2
1429.53,1431.12,1420.38,4605.12,1430.83
1431.59,1433.79,1420.93,4680.03,1421.52
1419.97,1420,1382.36,7055.43,1384.15
1379.33,1389.33,1367.85,5690.6,1382.97
1379.74,1379.75,1358.43,5327.52,1366.36
1364.97,1370.53,1348.71,5833.56,1357.65
1347.43,1351.34,1317.47,3883.36,1320.63
1317.58,1323.63,1312.8,2723.88,1319.87
1319.69,1334.89,1311.68,3974.56,1334.68
1335.63,1346.82,1326.19,4412.25,1332.06
1331.44,1373.12,1330.45,5581.74,1372.07
1374.62,1402.29,1365.37,11213,1397.38
1398.38,1411.37,1384.63,10557.97,1384.86
1381.87,1391.19,1378.65,5873.75,1386.31
1386.9,1476.91,1386.59,22789.71,1466.85
1477.45,1485.8,1448.27,21334.49,1459.92
1458.87,1486.06,1454.55,15741.85,1485.62
1488.27,1492.72,1472.96,13392.22,1478.68
1475.71,1482.94,1458.12,10670.71,1482.68
1485.87,1489.55,1454.61,9955.83,1454.89
1448.83,1463.94,1446.35,7782.4,1460.53
1460.25,1470.33,1448.7,7381.64,1450.62
1449.5,1483.56,1448.01,9228.93,1479.07
1481.61,1500.38,1480.97,9355.49,1496.16
1497.1,1502.43,1489.17,7256.39,1500.64
1501.29,1508.59,1498.37,8114.12,1499.82
1499.17,1499.64,1477.52,5042.78,1480.17
1478.05,1492.89,1476.87,4380.75,1492.76
1493.25,1510.99,1486.31,7500.15,1510.67
1512.29,1519.29,1502.43,9421.27,1504.34
1503.37,1515.26,1500.98,6995.61,1510.95
1510.64,1514.64,1490.92,7749.92,1496.52
1495.14,1500.29,1488.83,5473.91,1496.47
1496.65,1511.13,1490.02,6596.34,1510.8
1513.01,1517.77,1507.23,6999.57,1509.49
1508.08,1508.13,1476.42,7980.21,1478.87
1476.07,1488.07,1474.47,5641.79,1481.94
1481.11,1511.65,1481.11,8477.91,1511.28
1513.49,1515.46,1506.55,6301.32,1513.18
1514.02,1524.75,1508.75,6662.13,1513.7
1512.87,1514.5,1501.42,5963.19,1511.93
1511.59,1525.7,1511.05,8064.16,1525.48
1527.45,1529.75,1517.86,7492.84,1524.3
1524.08,1524.12,1508.25,6170.29,1517.18
1516.6,1517.35,1494.24,7179.47,1498.34
1495.69,1502.43,1489.38,5819.91,1493.09
1492.21,1496.16,1467.64,6220.78,1468.92
1467.55,1473.96,1463.58,4598.94,1469.55
1468.75,1475.29,1458.5,4574.54,1475.01
1475.04,1477.86,1463.33,4667.21,1464.65
1464.99,1471.5,1461.35,4276.28,1466.04
1465.14,1469.53,1453.37,5114.04,1469.27
1468.99,1479,1458.98,5163.44,1459.89
1458.58,1475.84,1452.59,5647.21,1469.96
1469.66,1477.25,1460.8,5679.25,1464.54
1464.18,1475.81,1461.92,4860.61,1474.66
1474.59,1477.97,1470.44,4334.16,1477.77
1478.05,1478.41,1461.75,4974.81,1462.4
1461.32,1465.43,1452.89,4953.54,1456.27
1455.44,1507.67,1447.01,10967.47,1499.35
1498.46,1508.26,1488.6,11082.3,1491.94
1491.39,1511.22,1490.99,8913.05,1510.58
1513,1525.24,1508.84,11606.55,1522.55
1522.49,1525.77,1516.79,7778.5,1521.32
1521.36,1522.67,1510.51,7148.89,1511.73
1510.22,1521.78,1509.61,7626.32,1521.13
1521.9,1530.37,1512.5,9653.12,1515.13
1515.65,1523.95,1513.24,11294.89,1520.55
1519.99,1545.34,1510.34,18579.37,1543.67
1546.51,1559.87,1541.29,24850.13,1551.18
1552,1581.7,1548.53,22233.28,1576.86
1581.38,1616.65,1581.2,29704.32,1616.07
1619.95,1632.09,1606.73,27446.24,1631.47
1633.53,1649.6,1598.83,33015.48,1606.24
1606.23,1621.23,1595.63,22997.55,1613.6
1616.91,1620.81,1596.67,19536.12,1603.08
1598.5,1598.58,1557.12,17399.16,1571.71
1570.57,1575.8,1563.59,9806.97,1568.69
1568.13,1569.79,1540.07,12625.06,1541.96
1538.58,1542.11,1492.9,15650.43,1503.59
1501.57,1513.33,1481.07,9895.82,1487.15
1483.47,1538.59,1473.27,19275.41,1537.69
1535.88,1535.88,1508.32,15653.45,1509.31
1511.15,1539.57,1510.6,15506.76,1521.44
1522.98,1536.89,1511.87,13076.39,1531.87
1533.08,1534.8,1481.75,17609.9,1485.31
1480.11,1523.32,1477.25,13519.94,1522.92
1524.5,1555.56,1516.43,18266.33,1555.29
1555.91,1560.72,1543.17,13674.73,1554.45
1557.29,1563.11,1546.75,11261.23,1555.45
1553.69,1553.85,1530.67,9169.08,1535.52
1534.6,1547.31,1530.05,7594.7,1533.48
1532.19,1546.39,1522.19,8130.46,1546.11
1547.16,1571.69,1547.09,15318.02,1560.96
1563.21,1574.39,1561.04,12322.33,1569.51
1572.31,1575.63,1558.13,11943.88,1568.34
1569.33,1576.62,1549.06,12327.76,1551.81
1549.05,1568.54,1543.34,13201.45,1568.16
1570.92,1581.61,1567.28,14361.63,1576.26
1577.99,1578.87,1564.61,10435.78,1576.53
1577.08,1582.41,1561.08,9857.03,1562.24
1560.67,1574.77,1546.62,11358.71,1574.11
1575.31,1575.64,1555.45,9372.02,1556.25
1553.2,1557.76,1538.1,8939.57,1538.92
1536.27,1548.14,1527.84,7675.31,1530.22
1529.53,1541.39,1529.52,5763.12,1538.76
1540.72,1566.9,1540.7,9219.86,1565.84
1566.92,1569.13,1556.53,6731.85,1562.11
1562.61,1572.41,1560.3,7773.02,1566.77
1568.19,1569.55,1555.37,6785.72,1559.71
1559.12,1564.95,1552.43,6256.3,1557.18
1556.89,1565.92,1552.83,6960.59,1553.88
1554.02,1557.38,1530.38,7680.2,1538.75
1537.5,1542.42,1528.3,5498,1529.47
1524.58,1524.91,1509.43,5783.7,1511.37
1509.11,1515.84,1504.72,5143.55,1512.43
1512.49,1515.92,1498.96,5521.08,1502.08
1500.34,1517.21,1486.08,7819.11,1515.38
1516.81,1516.87,1494.45,6391.16,1497.05
1493.69,1500.97,1483.69,4709.76,1486.02
1485.52,1502.57,1482.82,5431.24,1484.7
1485.45,1499.97,1477.87,5600.18,1499.68
1501.9,1507.71,1497.74,5884.87,1504.44
1504.6,1510.17,1497.46,5511.21,1502.35
1500.85,1503.81,1490.97,5218.39,1501.48
1501.62,1513.55,1500.98,5518.78,1512.02
1512.34,1513.28,1499.34,4668.42,1503.31
1503.51,1532.19,1501.71,11007.5,1531.93
1532.64,1535.98,1523.24,7879.26,1528.85
1528.39,1529.33,1519.12,5530.84,1521.41
1521.56,1531,1516.89,6279.06,1525.44
1525.5,1529.82,1520.41,6059.99,1529.49
1529.97,1540.19,1529.36,10785.93,1539.36
1539.05,1539.06,1506.49,9507.64,1507.16
1501.39,1504.71,1483.57,8170.41,1495.89
1499.89,1510.31,1485.46,7503.32,1498.49
1499.31,1505.31,1491.66,5782.13,1502.15
1503.06,1503.38,1491.2,5308.25,1493.45
1494.58,1502.64,1471.29,9167.77,1477.65
1474.74,1474.74,1464.87,4889.32,1470.39
1470.39,1480.58,1469.93,4320.29,1477.3
1477.41,1483.07,1468.82,4799.67,1479.65
1480.01,1482.6,1474.14,4421.88,1476.74
1476.47,1478.36,1464.98,5162.57,1476.97
1476.82,1494.42,1471.89,6153.82,1494.37
1494.49,1497.01,1488.97,4665.76,1494.31
1493.03,1493.39,1482.69,4448.96,1486.25
1485.74,1497.1,1485.06,4594.46,1487.37
1487.17,1487.41,1468.44,5593.95,1471.27
1469.26,1474.72,1462.72,3638.65,1474.41
1473.99,1484.59,1472.39,3366.79,1479.28
1479.67,1481.12,1465.06,3832.81,1465.83
1464.38,1475.02,1451.61,6022.84,1455.9
1454.68,1457.63,1447.11,5501.43,1450.2
1449.67,1451.67,1442.48,3794.83,1445.09
1444.66,1453.45,1444.23,3740.26,1449.71
1449.5,1450.47,1432.75,4274.52,1441.66
1441.78,1442.86,1434.31,4459.39,1441.09
1438.79,1446.28,1436.9,4231.81,1438.88
1434.21,1434.21,1419.26,4526.77,1422.18
1420.85,1428.41,1417.83,3931.84,1425.21
1425.15,1432.35,1420.35,3588.76,1425.36
1425.73,1428.35,1414.88,4064.55,1415.69
1414.41,1422.35,1406.68,4651.51,1421.98
1423.35,1450.04,1420.12,7521.64,1449.82
1450.51,1456.55,1442.01,8253.65,1446.51
1446.28,1451.23,1438.69,6436.39,1447.85
1447.77,1453.43,1443.38,6053.83,1447.43
1446.94,1446.98,1424.17,6868.73,1431.53
1429.46,1429.56,1421.14,4938.65,1425.73
1424.69,1429.71,1414.88,4910.83,1420.07
1419.52,1424.77,1415.72,4221.44,1423.18
1422.9,1429.56,1421.82,3698.3,1423.96
1426.34,1426.81,1407.95,7723.81,1409.16
1407.81,1416.08,1394.27,5490.23,1397.54
1396.75,1406.72,1389.49,5166.49,1406.1
1406.25,1406.37,1386.78,4689.28,1389.82
1388.09,1395.2,1383.4,4463.28,1390.49
1390.84,1395.6,1383.72,4206.4,1391.37
1392.9,1395.07,1378.32,3898.38,1381.44
1380.85,1390.35,1372.85,4643.06,1390.17
1391.4,1396.95,1386.79,4575.96,1394.23
1394.49,1394.74,1374.79,3790.63,1376.29
1374.6,1377.87,1367.75,3656.18,1370.84
1369.44,1369.48,1353.25,3754.18,1355.34
1354.65,1371.07,1348.22,4514.47,1367.16
1366.2,1373.08,1359.5,3015.62,1371.69
1371.68,1379.99,1367.65,3687.24,1369.17
1369,1406,1367.11,8584.68,1404.01
1405.33,1411.88,1397.69,6112.85,1399.66
1399.84,1400.75,1382.48,4539.98,1388.17
1388.25,1401.54,1380.81,4772.95,1383.1
1381.46,1382.53,1362.98,4463.24,1365.51
1365.31,1375.66,1362.42,3893.04,1370.58
1369.71,1370.49,1355.55,3759.46,1359.5
1359.51,1364.61,1350.21,4787.53,1364.3
1366.11,1403.1,1363.09,10377.95,1398.01
1398.59,1407.39,1384.64,7122.41,1386.65
1385.9,1389.88,1376.71,6222.54,1381.83
1381.84,1383.6,1361.19,5789.55,1369.46
1366,1382.6,1356.49,6789.76,1369.33
1372.35,1375.91,1344.42,9378.46,1361.49
1360.02,1360.07,1340.29,5985.32,1344.63
1341.5,1364.66,1334.78,6598.75,1348.3
1346.48,1367.34,1339.96,6758.51,1364.06
1363.96,1412.91,1363.9,15740.35,1389.55
1389.72,1396.86,1375.99,9346.96,1385.11
1384.67,1385.84,1351.1,10778.48,1356.79
1353.43,1353.45,1323.12,9370.42,1335.21
1330.96,1340.87,1322.05,5548.32,1340.1
1340.32,1350.39,1331.12,5906.51,1343.62
1341.57,1341.58,1316.85,6200.65,1317.79
1313.93,1324.98,1307.4,5456.61,1319.61
1318.72,1331.42,1312.79,4940.26,1331.05
1330.49,1333.41,1323.68,3907.01,1328.1
1334.65,1336.1,1314.99,9385.9,1316.56
1313.84,1341.56,1312.56,6767.14,1338.87
1338.6,1377.12,1336.14,13279.89,1376.51
1379.94,1394.57,1359.9,13213.18,1361.56
1360.33,1404.25,1360.23,12336.73,1404.01
1407.76,1423.58,1400.9,17502.88,1408.42
1407.3,1413.77,1398.03,11468.13,1411.91
1412.31,1415.74,1387.79,10217.13,1389.1
1388.31,1401.46,1385.82,8451.71,1397.23
1398.71,1432.82,1398.71,12584.2,1432.7
1437.24,1444.57,1430.24,13336.01,1435.31
1434.7,1462.07,1424.35,14797.77,1445.03
1445.4,1454.32,1440.82,13368.89,1452.81
1454.41,1456.87,1440.79,10633.74,1451.12
1452.11,1459.48,1435.14,9186.33,1436.66
1435.1,1443.61,1429.06,7874.67,1443.37
1449.57,1469.71,1448.5,14227.13,1469.42
1472.39,1475.38,1460.19,13753.31,1470.02
1469.7,1472.86,1459.55,10809.05,1470.79
1471.24,1474.67,1465.51,8211.12,1470.36
1469.12,1469.12,1441.06,11365.4,1466.34
1465.61,1480.43,1453.88,12189.97,1454
1450.85,1458.67,1445.08,10424.72,1457.3
1463.45,1470.21,1429.71,16958.31,1446.29
1444.17,1493.54,1441.59,19673.21,1492.96
1497.57,1507.04,1487.12,17459.59,1500.64
1501.36,1514.32,1498.98,15566.23,1513.83
1514.93,1525.3,1504.25,15161.35,1512.6
1513.11,1516.48,1504.13,12143.88,1514.78
1509.28,1512.98,1495.54,10447.01,1496.43
1495.67,1513.73,1495.39,11547.47,1511.69
1513.62,1516.52,1491.25,11149.81,1497.04
1492.72,1526.24,1491.69,12531.96,1517.19
1516.8,1568.82,1516.7,21464.33,1568.35
1568.9,1589.08,1557.93,24071.37,1574.52
1574.1,1595,1565.09,23081.93,1587.2
1587.45,1616.58,1582.88,22109.28,1610.13
1612.39,1618.76,1579.69,25029.92,1581.47
1579.88,1619.09,1573.77,18516.25,1618.52
1622.05,1627.49,1596.72,20596.11,1612.68
1612.92,1613.15,1585.91,15658.25,1592.42
1591.82,1601.41,1582.36,14540.64,1586.49
1589.38,1604.76,1579.24,16190.88,1600.43
1605.25,1629.18,1603.31,14918.17,1628.84
1631.11,1634.41,1589.4,19061.63,1590.73
1630.65,1650.29,1585.96,27005.6,1623.88
1625.29,1650.24,1615.81,21164.12,1649.28
1652.61,1685.77,1652.61,26611.9,1685.16
1690.94,1693.9,1674.62,26337.21,1693.43
1690.56,1705.91,1671.4,26840.61,1679.19
1679.58,1703.77,1679.1,21366.24,1703.53
1708.9,1715.46,1683.6,22258.81,1691.01
1691.61,1692.9,1660.01,20943.28,1677.76
1679.08,1693.01,1660.31,21718.09,1663.83
1664.6,1672.44,1653.24,18580.44,1658.54
1661.45,1697.26,1661.45,19420.66,1696.83
1701.41,1710.86,1693.97,25884.24,1703.77
1704.75,1719.89,1697.32,25488.16,1717.1
1719.31,1728.02,1710.71,23640.13,1717.02
1715.81,1722.57,1702.93,19954.14,1721.75
1725.59,1730.28,1680.89,23885.96,1681.65
1675.64,1683.04,1650.18,21955.4,1682.3
1684.9,1700.5,1642.69,20221.35,1647.38
1642.41,1655.3,1628.84,18267.06,1654.9
1657.26,1675.32,1657.04,16461.93,1675.07
1676.22,1690.07,1661.34,17093.33,1689.76
1692.62,1694.82,1677.98,17387.19,1687.28
1686.96,1688.94,1654.56,15950.58,1661.81
1658.63,1670.16,1642.63,14706.94,1668.87
1671.06,1675.03,1660.21,13261.26,1662.1
1660.64,1665.73,1635.44,12839.13,1637.14
1636.21,1659.65,1634.71,12679.28,1637.1
1639.68,1678.4,1639.68,13186.22,1678.07
1680.31,1698.78,1672.67,15692.47,1691.64
1692.87,1699.25,1680.45,13584.37,1694.74
1696.94,1738.98,1696.82,21671.37,1736.22
1741.62,1747.98,1730.74,19179.5,1745.54
1746.74,1750.71,1730.27,16477.16,1745.1
1746.18,1755.1,1714.9,17664.38,1717.26
1715.47,1748.19,1710.84,14878.39,1747.87
1749.71,1760.08,1742.37,14974.71,1755.69
1755.32,1755.33,1731.49,15877.94,1741.7
1740.89,1752.42,1729.51,15500.5,1740.05
1737.49,1751.81,1725.98,13817.95,1736.48
1737.06,1741.57,1720.88,14593.1,1734.05
1734.59,1740.31,1717.86,14358.91,1719.67
1718.78,1727.18,1711.66,12300.18,1724.28
1726.57,1745.7,1724.21,14187.23,1741.62
1744.71,1758.98,1741.33,16084.64,1758.15
1760.47,1771.67,1756.65,18900.26,1768.65
1771.74,1774.12,1753.71,21645.5,1766.48
1767.32,1777.74,1754.74,20784.28,1777.52
1779.43,1783.01,1771.13,20473.71,1774.55
1774.4,1778.1,1765.02,20656.15,1770.28
1770.91,1778.22,1721.59,22170.52,1727.35
1717.2,1729.62,1702.4,16316.11,1722.99
1724.58,1734.92,1710.39,16730.36,1715.14
1714.53,1716.82,1678.34,16834.94,1697.16
1697.24,1705.02,1674.91,12962.22,1679.08
1678.97,1694.56,1656.3,14467.18,1693.86
1695.33,1698.69,1672.35,11694.36,1675.89
1674.36,1682.05,1659.95,11079.45,1669.42
1669.38,1675.36,1645.08,12293.84,1651.58
1649.05,1659.79,1637.29,10241.89,1657.79
1653.94,1653.99,1632.56,9802.43,1635.5
1633.27,1644.5,1623.05,8296.34,1635.5
1636.44,1640.7,1608.81,10412.61,1611.86
1606.42,1615.14,1589.1,10169.46,1606.8
1605.3,1613.56,1578.09,10990.14,1579.45
1579.97,1599.56,1572.23,9950.05,1595.59
1600.63,1603.07,1555.26,6320.91,1560.22
1556.72,1570.76,1545.63,6118.23,1568.06
1568.41,1604.42,1564.14,8683.94,1603.77
1605.7,1606.07,1589.46,7298.79,1597.57
1596.73,1597.32,1558.54,7340.28,1562.69
1556.67,1562.39,1537.47,6490.72,1539.96
1537.34,1555.86,1526.24,9771.76,1555.44
1559.26,1575.38,1548.16,9588.84,1558.29
1556.69,1571.3,1542.22,7063.73,1549.06
1548.56,1559.86,1545.62,6357.03,1558.33
1559.55,1562.33,1547.36,5981.19,1550.35
1549.02,1549.59,1516.35,7048.29,1518.05
1515.16,1529.91,1508.65,5533.02,1524.44
1524.94,1559.55,1515.97,9268.05,1557.18
1558.42,1561,1545.65,6628.51,1548.72
1549.03,1556.79,1544.71,5586.2,1555.91
1555.56,1579.82,1553.12,11035.33,1579.66
1580.21,1580.57,1562.24,11697.22,1567.07
1566.42,1566.83,1540.74,9216.85,1543.53
1541.09,1549.5,1534.99,8151.32,1542.09
1538.46,1538.5,1508.87,7066.98,1517.15
1514.78,1519.99,1488.63,7770.32,1493.81
1492.2,1497.18,1464.16,8756.7,1468.07
1465.56,1478.17,1456.32,7739.2,1468.34
1471.69,1499.46,1469.54,7772.18,1472.07
1471.45,1471.45,1431.31,7593.39,1438.74
1436.08,1469.57,1433.03,7223.73,1463.78
1465.23,1491.69,1452.58,7844.61,1475.42
1475.27,1478.49,1443.53,6783.64,1445.5
1442.48,1442.48,1411.03,7343.85,1427.3
1421.83,1434.2,1414.97,5846.25,1433.47
1434.42,1456.13,1430.96,8316.55,1450.68
1450.07,1450.11,1428.8,6505.75,1440.73
1438.31,1447.39,1426.49,6935.93,1427.75
1426.55,1434.47,1399.39,7064.11,1401.11
1396.36,1397.52,1380.2,5621.29,1385.18
1384.64,1409.38,1376.22,6847.56,1408.69
1408.27,1415.84,1394.68,5567.72,1399.16
1398.2,1445.1,1396.35,9389.31,1441.07
1441.12,1447.61,1428.07,7260,1441.19
1440.17,1444.93,1429.12,5422.66,1444.59
1445.4,1466.78,1445.32,8269.71,1450.5
1448.95,1448.96,1434.29,5335.86,1438.4
1436.47,1440.64,1426.95,4646.71,1439.78
1439.74,1451.75,1429.14,4903.99,1430.65
1426.25,1426.25,1393.81,5651.49,1397.15
1395.35,1403.14,1389.16,4573.02,1399.46
1399.87,1408.99,1378.91,6564.52,1403.76
1404.47,1422.26,1399.98,8379.32,1421.54
1423.69,1458.39,1422.24,14521.79,1456.13
1456.77,1465.84,1447.05,8918.16,1457.54
1457.23,1457.29,1440.06,8267.58,1447.94
1446.52,1452.86,1436.85,6525.01,1448.04
1448.13,1449.69,1404.54,8737.4,1407.44
1403.36,1408.46,1387.26,6923.96,1407.4
1401.84,1401.88,1381.91,5300.21,1387.67
1387,1395.31,1373.42,5818.17,1384.13
1385.5,1397.17,1366.5,6177.06,1388.81
1388.62,1407.36,1385.96,7127.89,1407.33
1408.49,1409.12,1384.74,5871.53,1386.2
1381.88,1383.08,1370.5,4735.43,1373.22
1371.28,1378.2,1363.69,5436.68,1366.26
1365.67,1424.55,1364.01,10832.31,1404.51
1402.37,1413.08,1387.55,6800.56,1389.04
1388.07,1400.95,1380.32,5898.39,1390.46
1388.08,1397.59,1382.94,5068.29,1395.85
1396.62,1404.72,1390.94,4507.09,1400.77
1401.02,1401.25,1382.24,4806.19,1384.96
1378.79,1378.79,1357.08,5137.07,1368.2
1361.99,1377.82,1358.32,5353.43,1368.45
1366.52,1369.87,1350.84,4673.42,1354.51
1354.38,1364.41,1344.81,4698.18,1360.2
1359.87,1371.23,1357.03,5102.23,1358.22
1357.23,1357.27,1333.48,5098.51,1340.45
1338.31,1349.48,1327.77,4926.8,1341.74
1339.93,1339.94,1322.98,3922.72,1325.41
1323.79,1347.15,1317.56,5432.91,1344.63
1344.46,1346.97,1334.29,3810.56,1339.78
1339.62,1340.95,1330.22,3497.27,1334.42
1333.31,1337.73,1314.6,4034.2,1320.61
1318.32,1322.23,1310.02,3410.19,1319.41
1342.3,1360.75,1331.76,6873.35,1342.06
1340.75,1340.77,1319.86,3639.04,1321.46
1319.07,1328.61,1303.19,4812.78,1327.93
