date,price_open,price_high,price_low,price_close,amount
39716,2214.58,2333.28,2211.45,2297.5,83512.9
39717,2304.12,2310.45,2246.28,2293.78,66635.11
39727,2267.39,2267.39,2172.57,2173.74,47382.16
39728,2101.09,2183,2072.9,2157.84,47167.61
39729,2095.91,2127.09,2059.09,2092.22,40761.27
39730,2125.57,2130.87,2063.41,2074.58,35875.03
39731,1995.96,2027.83,1963.18,2000.57,38454.35
39734,1978.56,2074.47,1931.47,2073.57,41943.16
39735,2139.07,2146.73,2016.18,2017.32,53353.97
39736,1995.89,2013.49,1963.1,1994.67,29604.09
39737,1916.13,1943.32,1901.5,1909.94,35148.74
39738,1921.84,1941.3,1902.6,1930.65,26152.71
39741,1924.18,1979.84,1890.92,1974.01,32116.33
39742,1978.67,1996.66,1956.11,1958.53,38697.7
39743,1932.68,1950.79,1894.31,1895.82,32351.38
39744,1851.26,1879.85,1828.31,1875.56,32972.46
39745,1875.63,1888.1,1825.53,1839.62,31704.77
39748,1809.23,1809.23,1721.6,1723.35,32207.68
39749,1671.4,1786.44,1664.93,1771.82,39753.25
39750,1786.2,1795.09,1719.34,1719.81,35421.62
39751,1732.77,1788.2,1710.73,1763.61,35407.67
39752,1754.21,1765.68,1721.59,1728.79,25155.81
39755,1713.76,1750.32,1702.98,1719.77,23135.44
39756,1707.93,1717.1,1678.96,1706.7,23806.95
39757,1716.22,1788.26,1716.22,1760.61,37571.92
39758,1720.42,1728.22,1703.1,1717.72,27071.74
39759,1686.52,1762.23,1680.6,1747.71,28642.26
39762,1782.31,1876.16,1782.31,1874.8,56867.29
39763,1872.07,1887.8,1840.92,1843.61,56734.54
39764,1820.44,1863.9,1815.08,1859.11,40990.8
39765,1837.27,1942.9,1825.88,1927.61,78179.42
39766,1943.96,1987.26,1921.84,1986.44,87849.97
39769,1981.26,2031.1,1963.85,2030.49,90212.33
39770,2020.99,2050.88,1889.87,1902.43,101452.98
39771,1889.35,2023.91,1883.84,2017.47,84200.3
39772,1977.21,2030.87,1956.73,1983.76,86046.87
39773,1932.6,2013.18,1893.15,1969.39,83780.38
39776,1961.21,1974.47,1893.34,1897.06,54807.51
39777,1925.25,1939.37,1858.17,1888.72,45757.94
39778,1890.33,1914.71,1873.18,1897.88,42237.58
39779,2012.69,2022.48,1916.47,1917.86,83969.16
39780,1901.68,1915.27,1856.29,1871.16,50507.47
39783,1865.74,1895.76,1838.1,1894.62,52236.31
39784,1856.97,1907.78,1846.53,1889.64,67566.34
39785,1903.43,1965.83,1902.94,1965.41,89000.04
39786,1992.72,2055.21,1985.2,2001.5,122821.7
39787,1984.26,2019.75,1975.71,2018.66,80997.86
39790,2049.16,2091.28,2038.19,2090.77,116505.29
39791,2100.77,2100.81,2036.89,2037.74,104021.56
39792,2025.03,2079.55,2005.56,2079.12,93077.45
39793,2072.58,2087.2,2028.73,2031.68,87773.81
39794,2014.58,2023.18,1932.27,1954.22,73375.91
39797,1977.03,1989.3,1936.56,1964.37,55210.42
39798,1948.86,1976.72,1907.83,1975.01,52832.68
39799,1983.84,2003.38,1971.82,1976.82,68394.89
39800,1978.97,2016.57,1958.98,2015.69,64930.77
39801,2006.21,2038.66,1997.12,2018.46,72954.02
39804,2016.45,2016.45,1965.35,1987.76,60430.37
39805,1990.05,1990.05,1895.18,1897.23,66982.77
39806,1873.58,1887.31,1850.86,1863.8,48333.6
39807,1865.72,1877.77,1832.36,1852.42,42169.64
39808,1852.91,1866.63,1840.19,1851.52,34864.41
39811,1846.3,1856.33,1815.41,1850.48,37095.63
39812,1851.91,1862.94,1826.98,1832.91,37852.63
39813,1834.95,1844.37,1814.75,1820.81,33526.17
39818,1849.02,1880.72,1844.09,1880.72,46100.96
39819,1878.83,1938.69,1871.97,1937.15,69012.57
39820,1938.97,1948.23,1920.52,1924.01,63931.16
39821,1890.24,1894.17,1862.26,1878.18,55076.82
39822,1875.16,1909.35,1875.16,1904.86,50131.26
39825,1897.7,1924.44,1886.83,1900.35,59507.23
39826,1880.87,1888.31,1861.81,1863.37,49268.18
39827,1862.31,1929.28,1862.31,1928.87,64187.22
39828,1912.77,1937.73,1902.54,1920.21,83224.64
39829,1928.92,1984.73,1928.92,1954.44,100032.42
39832,1971,2018.51,1966.19,1986.67,81124.78
39833,1981.15,1994.81,1956.1,1994.11,55559.94
39834,1965.94,2007.91,1960.53,1985.02,68074.24
39835,1996.09,2009.85,1980.44,2004.95,66506.08
39836,2001.17,2008.79,1986.35,1990.66,62932.39
39846,2008.13,2012.74,1987.13,2011.68,61818.72
39847,2011.77,2060.93,2005.02,2060.81,96712.69
39848,2068.09,2108.26,2067.79,2107.75,110696.11
39849,2106.84,2149.48,2082.6,2098.02,124500.74
39850,2102.08,2185.09,2102.08,2181.24,120665.86
39853,2211.32,2238.89,2196.71,2224.71,150469.04
39854,2218.49,2266.4,2197.01,2265.16,135681.44
39855,2230.49,2305.71,2218.3,2260.82,172321.49
39856,2265.79,2274.2,2191.89,2248.09,142103.89
39857,2249.19,2323.12,2236.18,2320.79,164495.58
39860,2338.76,2389.88,2328.18,2389.39,177943.63
39861,2387.35,2402.81,2316.93,2319.44,169208.66
39862,2271.26,2295.74,2206.06,2209.86,135271.73
39863,2224.49,2247.62,2190.47,2227.13,108339.62
39864,2234.37,2262.33,2206.21,2261.48,109165.79
39867,2249.29,2313.59,2219.71,2305.78,138632.96
39868,2273.75,2295.59,2193.27,2200.65,158380.7
39869,2222.51,2234.02,2142.6,2206.57,131714.31
39870,2201.67,2237.55,2102.35,2121.25,127405.69
39871,2100.06,2123.24,2064.92,2082.85,98102.1
39874,2066.23,2102.11,2052.99,2093.45,72211.34
39875,2047.21,2088.63,2037.02,2071.43,79994.31
39876,2076.62,2201.73,2076.62,2198.11,127892.95
39877,2220.15,2241.76,2173.49,2221.08,154447.12
39878,2180.79,2221.04,2171.67,2193.01,105456
39881,2205.75,2232.67,2116.45,2118.75,103789.26
39882,2097.14,2159.27,2088.16,2158.57,69210.91
39883,2199.98,2203.53,2133.14,2139.02,88140.68
39884,2127.73,2136.8,2086.02,2133.88,70844.7
39885,2148.42,2166.02,2124.98,2128.85,71086.1
39888,2122.41,2158.9,2108.61,2153.29,61350.18
39889,2156.77,2225.19,2151.78,2218.33,112232.75
39890,2227.98,2255.01,2221.59,2223.73,125865.35
39891,2227.34,2268.14,2220.16,2265.76,127776.27
39892,2272.44,2294.12,2250.41,2281.09,133689.86
39895,2286.25,2329.18,2276.81,2325.48,150481.17
39896,2359.68,2369.45,2327.43,2338.42,149657.5
39897,2333.16,2355.69,2291.36,2291.56,132141.02
39898,2296.05,2362.05,2274.9,2361.7,142115.26
39899,2380.63,2392.77,2361.09,2374.44,162372.58
39902,2377.96,2380.19,2348.53,2358.04,126966.65
39903,2313.88,2375.71,2299.16,2373.21,135218.69
39904,2380.98,2422.63,2380.98,2408.02,166542.11
39905,2417.22,2450,2417.11,2425.29,172522.53
39906,2446.12,2456.81,2406.5,2419.78,157219.62
39910,2422.1,2449.54,2407.51,2439.18,116789.61
39911,2429.88,2435.39,2346.54,2347.39,135641.1
39912,2345.01,2380.94,2331.88,2379.88,106619.21
39913,2400.01,2444.98,2392.8,2444.23,155514.59
39916,2468.08,2522.45,2464.06,2513.7,187711.66
39917,2512.01,2532.09,2495.34,2527.18,161980.26
39918,2514.59,2542.54,2485.93,2536.06,174328.82
39919,2542.34,2549.31,2497.12,2534.13,175385.57
39920,2524.63,2539.35,2481.9,2503.94,157622.43
39923,2500.17,2559.04,2497.32,2557.46,140514.62
39924,2523.26,2552.6,2499.6,2535.83,154981.76
39925,2548.11,2579.22,2449.9,2461.35,177684.06
39926,2440.68,2474.15,2422.79,2463.95,113289.48
39927,2477.16,2481.53,2445.66,2448.6,108707.32
39930,2443.44,2452.93,2393.16,2405.35,103129.58
39931,2382.88,2411.44,2372.34,2401.44,90832.14
39932,2401.66,2477.73,2395.48,2468.19,121162.11
39933,2477.93,2491.07,2461.37,2477.57,128415.99
39937,2486.69,2560.54,2486.23,2559.91,146556.67
39938,2577.43,2590.78,2552.39,2567.34,151483.74
39939,2563.56,2596.93,2552.63,2592.52,154739.26
39940,2612.12,2622.11,2566.12,2597.45,174950.69
39941,2586.76,2634.06,2574.57,2625.65,156218.4
39944,2646.29,2663.95,2579.75,2579.75,172321.98
39945,2562.36,2619.69,2558.96,2618.17,113535.29
39946,2629.03,2670.21,2608.32,2663.77,144852.9
39947,2631.45,2651.49,2610.22,2639.89,121454.14
39948,2646.89,2661.37,2623.36,2645.26,106608.37
39951,2632.57,2656.84,2589.61,2652.78,117756.93
39952,2679.4,2688.11,2660.56,2676.68,148278.27
39953,2680.55,2686.35,2651.01,2651.41,137726.38
39954,2639.14,2663.23,2598.87,2610.62,138836.45
39955,2595.99,2617.75,2578.59,2597.6,99118.25
39958,2555.34,2618.36,2538.62,2610.01,112783.41
39959,2615.01,2618.8,2585.91,2588.58,118131.3
39960,2601.24,2635.31,2592.79,2632.93,103279.26
39965,2668.4,2726.72,2668.4,2721.28,156583.38
39966,2739.44,2750.88,2713.47,2724.3,161533.54
39967,2722.27,2778.68,2717.86,2778.59,159933.14
39968,2753.25,2778.24,2728.2,2767.24,179530.48
39969,2783.86,2791.65,2750.38,2753.89,154008
39972,2753.35,2795.15,2729.03,2768.34,139055.63
39973,2766.51,2788.37,2721.85,2787.89,133368.34
39974,2796.9,2820.58,2790,2816.25,144164.56
39975,2812.28,2828.74,2787.45,2797.32,132679.46
39976,2793.97,2812.68,2722.22,2743.76,123856.78
39979,2743.03,2790.98,2727.74,2789.55,108611.22
39980,2762.74,2797.48,2753.69,2776.02,108276.96
39981,2771.52,2813.61,2744.22,2810.12,117977.93
39982,2812.99,2855.42,2810.85,2853.9,147268.58
39983,2861.18,2886.5,2847.36,2880.49,151320.74
39986,2900.57,2923.24,2884.13,2896.3,148019.6
39987,2853.49,2941.06,2841.9,2892.7,144529.04
39988,2889.05,2923.47,2880.29,2922.3,146582.08
39989,2926.62,2946.9,2909.09,2925.05,129317.18
39990,2930.5,2937.61,2910.35,2928.21,115288.2
39993,2930.31,2976.92,2918.39,2975.31,136897.82
39994,2990.12,2997.27,2953.36,2959.36,143702.35
39995,2950.17,3009.71,2947.69,3008.15,153787.57
39996,3015.08,3062.56,3015.08,3060.25,181106.42
39997,3035.81,3088.86,3029.55,3088.37,177437.71
40000,3091.48,3128.31,3090.1,3124.67,203906.26
40001,3118.27,3130.07,3077.48,3089.45,188090.9
40002,3057.46,3097.96,3011.21,3080.77,170767.1
40003,3073.52,3123.51,3064.21,3123.04,184378.91
40004,3124.79,3140.04,3099.99,3113.93,178167.06
40007,3098.96,3112.88,3076.3,3080.56,172773.2
40008,3088.58,3147.59,3088.58,3145.16,178310.26
40009,3156.63,3188.91,3156.63,3188.55,217648.4
40010,3209.78,3221.07,3175.96,3183.74,218405.54
40011,3181.06,3197.23,3158.57,3189.74,186627.47
40014,3203.89,3269.18,3192.9,3266.92,234137.66
40015,3275.67,3279.59,3207.5,3213.21,232283.94
40016,3207.99,3301.43,3207.26,3296.62,205904.37
40017,3301.1,3331.06,3289.22,3328.49,195399.68
40018,3343.76,3398.05,3306.91,3372.6,223586.94
40021,3377.72,3435.93,3376.29,3435.21,240590.67
40022,3434.32,3439.92,3392.43,3438.37,243639.22
40023,3419.99,3454.02,3174.21,3266.43,296925.82
40024,3281.2,3336.64,3215.75,3321.56,219805.23
40025,3354.68,3414.15,3333.72,3412.06,223920.53
40028,3429.69,3465.17,3398.45,3462.59,236321.89
40029,3477.11,3478.01,3404.82,3471.44,251125.07
40030,3467.05,3468.1,3385.42,3428.5,240942.03
40031,3401.48,3419.74,3309.61,3356.33,216977.97
40032,3352.66,3374.46,3244.1,3260.69,184965.52
40035,3287.76,3307.89,3201.06,3249.76,153092.24
40036,3261.41,3273.02,3222.71,3264.73,122590.68
40037,3255.99,3255.99,3104.57,3112.72,157502.78
40038,3112.57,3150.37,3060.12,3140.56,138622.3
40039,3138.15,3146.01,3039.31,3046.97,146317.18
40042,2994.87,3020.26,2867.39,2870.63,137505.3
40043,2845.34,2920.64,2827.11,2910.88,117884.73
40044,2916.1,2929.06,2761.4,2785.58,122268.19
40045,2798.37,2914.64,2798.37,2911.58,122097.42
40046,2905.05,2969.52,2883.27,2960.77,137911.22
40049,2982.19,3004.9,2944.92,2993.43,138833.92
40050,2980.1,2980.1,2823.64,2915.8,160950.18
40051,2889.74,2995.8,2872.26,2967.6,143733.81
40052,2947.83,2988.03,2909.89,2946.4,145246.64
40053,2938.42,2949.43,2843.11,2860.69,133753.88
40056,2817.63,2817.63,2663,2667.75,124636.8
40057,2649.17,2727.08,2639.76,2683.72,101721.43
40058,2681.33,2729.71,2669.22,2714.97,88188.22
40059,2722.31,2854.16,2715.62,2845.02,138875.49
40060,2841.17,2875.98,2827.58,2861.61,142234.77
40063,2877.62,2919.35,2860,2881.12,146736.29
40064,2865.7,2931.23,2831.85,2930.48,148628.21
40065,2944.17,2962.29,2900.11,2946.26,153300.83
40066,2934.96,2958.95,2911.21,2924.88,116959.73
40067,2917.19,2999.33,2915.9,2989.79,137963.3
40070,2990.93,3033.08,2984.84,3026.74,157101.55
40071,3029.1,3050.43,2999.43,3033.73,160037.38
40072,3027.51,3028.56,2960.59,2999.71,168333.7
40073,3015.59,3064.23,3015.59,3060.26,178151.71
40074,3063.31,3068.03,2940.83,2962.67,181458.62
40077,2937.93,2968.7,2871.65,2967.01,145766.67
40078,2956.13,2982.9,2896.94,2897.55,137830.59
40079,2897.81,2924.2,2825.86,2842.72,116786.68
40080,2824.58,2886.26,2783.11,2853.55,110945.1
40081,2836.7,2864.08,2812.92,2838.84,81071.38
40084,2844.37,2857.95,2752.77,2763.53,75489.56
40085,2763.76,2779.69,2712.3,2754.54,74303.75
40086,2772.57,2803.86,2763.71,2779.43,68136.3
40095,2840.13,2912.55,2834.62,2911.72,93167.97
40098,2927.02,2932.08,2893.57,2894.48,99951.8
40099,2889.79,2937.82,2886.96,2936.19,88547.89
40100,2945.67,3010.61,2943.74,2970.53,141568.37
40101,2994.89,3014.26,2967.11,2979.79,110455.32
40102,2992.75,3008.18,2931.92,2976.63,104758.65
40105,2974.64,3039.61,2962.31,3038.27,140591.46
40106,3062.55,3084.94,3053.64,3084.45,167161.04
40107,3080.52,3105.51,3062.56,3070.59,155155.39
40108,3068.68,3080.66,3045.03,3051.41,119567.16
40109,3057.39,3123.46,3057.39,3107.85,157263.68
40112,3114.29,3123.36,3083.18,3109.57,131363.25
40113,3086.09,3086.09,3020.49,3021.46,139816.13
40114,3014.18,3038.06,2974.26,3031.33,114190.9
40115,2975.2,2993.44,2952.01,2960.47,117301.8
40116,3007.25,3027.13,2983.93,2995.85,117402.76
40119,2933.82,3077.91,2923.53,3076.65,154859.07
40120,3085.74,3121.2,3078.94,3114.23,170322.18
40121,3119.31,3141.45,3096.35,3128.54,163921.6
40122,3133.51,3158.72,3122.52,3155.05,155331.71
40123,3176.14,3183.57,3156.99,3164.04,180951.33
40126,3162.15,3176.66,3141.77,3175.59,158769.55
40127,3203.17,3211.11,3176.26,3178.61,162987.78
40128,3176.31,3186.6,3149.07,3175.19,144489.86
40129,3181.46,3199.87,3163.08,3172.95,152574.67
40130,3164.65,3189.09,3127.5,3187.65,165544.02
40133,3206.43,3275.55,3206.43,3275.05,228237.18
40134,3291.04,3298.38,3275.31,3282.89,194755.9
40135,3287.27,3315.87,3274.21,3303.23,181541.76
40136,3311.19,3329.03,3285.81,3320.61,194727.74
40137,3309.38,3332.53,3280.18,3308.35,200567.01
40140,3312.97,3339.31,3305.5,3338.66,203728.37
40141,3352.22,3361.39,3214.03,3223.53,290776.93
40142,3214.82,3291.17,3188.02,3290.17,218005.09
40143,3296.01,3305.33,3160.35,3170.98,254470.66
40144,3137.3,3169.76,3080.89,3096.27,172027.22
40147,3114.29,3195.88,3114.29,3195.3,160253.6
40148,3191.06,3240.66,3173.42,3235.36,191224.19
40149,3252.98,3278.27,3245.96,3269.75,203881.14
40150,3268,3270.37,3227.77,3264.63,189142.8
40151,3256.61,3319.13,3214.84,3317.04,257424.74
40154,3313.06,3334.01,3302.13,3331.9,171777.18
40155,3330.33,3330.38,3260.67,3296.66,162702.75
40156,3258,3284.65,3228.2,3239.57,136331.9
40157,3258.35,3276.13,3225.56,3254.26,112620.84
40158,3260.45,3280.94,3242.37,3247.32,107609.65
40161,3246.95,3315.03,3178.23,3302.9,139330.19
40162,3283.6,3303.18,3267.94,3274.46,126068.87
40163,3262.86,3299.33,3246.61,3255.21,123169.01
40164,3261.61,3272.98,3176.63,3179.08,123804.68
40165,3154.82,3169.58,3108.03,3113.89,116511.54
40168,3108.07,3123.99,3088,3122.97,90229.87
40169,3126.62,3129.31,3039.86,3050.52,99479.57
40170,3048.2,3078.84,3041.35,3073.78,90894.88
40171,3080.87,3156.53,3075.11,3153.41,123313.72
40172,3149.23,3154.77,3128.15,3141.35,101484.9
40175,3148.86,3202.09,3148.86,3188.79,110610.27
40176,3190.17,3212.52,3166.76,3211.76,117061.84
40177,3211.83,3267,3206.22,3262.6,157757.06
40178,3265,3282.21,3250.03,3277.14,138977.38
40182,3289.75,3295.28,3243.32,3243.76,133773.5
40183,3254.47,3290.51,3221.46,3282.18,161858.18
40184,3277.52,3295.87,3253.04,3254.22,158040.11
40185,3253.99,3268.82,3176.71,3192.78,157229.58
40186,3177.26,3198.92,3149.02,3196,121739.88
40189,3301.61,3306.75,3197.33,3212.75,177557.63
40190,3205.71,3275.2,3180.09,3273.97,173949.58
40191,3204.98,3232.82,3165.49,3172.66,197329.89
40192,3183.38,3219.02,3165.6,3215.55,168004.21
40193,3217.19,3241.82,3197.22,3224.15,151441.94
40196,3213.64,3238.24,3202.21,3237.1,169760.7
40197,3242.22,3268.81,3236.84,3246.87,162672.58
40198,3252.04,3255.13,3148.33,3151.85,192661.66
40199,3154.19,3176.15,3126.9,3158.86,142103.17
40200,3118.72,3147.83,3062.63,3128.59,163570.69
40203,3103.32,3137,3092.93,3094.41,95145.98
40204,3094.85,3107.2,3001.96,3019.39,109256.97
40205,3020.54,3028.65,2972.63,2986.61,90324.58
40206,2985.21,3006.04,2963.89,2994.14,85654.27
40207,2979.74,3024.85,2968.45,2989.29,95656.89
40210,2981.37,2981.37,2912.89,2941.36,103760.39
40211,2955.75,2990.75,2930.56,2934.71,97685.86
40212,2945.03,3005.13,2890.02,3003.84,119046.4
40213,2983.05,3015.13,2968.68,2995.31,114601.29
40214,2936.2,2959.23,2918.91,2939.4,110882.29
40217,2936.45,2954.27,2922.19,2935.17,73159.98
40218,2932.09,2957.47,2929.21,2948.84,68112.42
40219,2967.14,2983.18,2958.22,2982.5,67017.9
40220,2985.08,3001.64,2976.08,2985.5,64892.51
40221,2996.09,3018.86,2993.44,3018.13,66931.57
40231,3016.7,3026.66,3002.81,3003.4,78744.83
40232,2998.91,2998.91,2938.75,2982.58,98223.53
40233,2964.98,3023.74,2955.07,3022.18,105568.66
40234,3026.66,3063,3022.37,3060.62,138961.5
40235,3053.5,3067.53,3041.69,3051.94,121468.98
40238,3057.01,3093.1,3054.55,3087.84,131301.9
40239,3089.71,3095.99,3060.96,3073.11,124558.67
40240,3074.1,3098.46,3061.47,3097.01,136522.06
40241,3098.07,3102.4,3016.22,3023.37,144939.97
40242,3026.64,3044.17,3011.09,3031.07,105764.01
40245,3036.42,3058.83,3030.91,3053.23,92751.54
40246,3053.26,3084.85,3028.69,3069.14,107489.65
40247,3067.15,3085.99,3034.74,3048.93,98755.81
40248,3050.64,3070.94,3025.31,3051.28,96185.69
40249,3051.47,3057.52,3011.97,3013.41,84352.94
40252,3010.72,3013.52,2963.49,2976.94,74779.82
40253,2974.49,2993.84,2963.44,2992.84,69931.65
40254,2999.82,3050.76,2994.89,3050.48,105010.32
40255,3053.16,3063.59,3035.02,3046.09,108541.26
40256,3046.75,3069.66,3031.02,3067.75,103212.26
40259,3069.66,3083.35,3061.76,3074.58,113438.66
40260,3076.96,3082.97,3051.21,3053.13,108718.26
40261,3058.93,3076.75,3052.21,3056.81,103520.05
40262,3051.36,3051.36,3012.31,3019.18,105285.01
40263,3017.22,3067.71,3009.91,3059.72,108957.22
40266,3076.05,3130.28,3071.69,3123.8,155187.15
40267,3123.83,3132.58,3113.77,3128.47,125184.6
40268,3129.57,3130.11,3101.76,3109.11,122804.45
40269,3111.94,3148.34,3111.94,3147.42,154014.26
40270,3154.77,3159.6,3141.87,3157.96,150050.85
40274,3170.61,3177.97,3141.93,3158.68,144082.62
40275,3156.31,3161.08,3132.24,3148.22,126771.62
40276,3143.45,3143.83,3110.26,3118.71,142179.6
40277,3118.93,3146.46,3114.79,3145.35,134094.15
40280,3151.89,3156.21,3111.9,3129.26,175003.84
40281,3129.69,3173.63,3101.48,3161.25,184689.46
40282,3161.55,3167.66,3145.56,3166.18,137919.39
40283,3168.14,3181.66,3135.99,3164.97,136812.96
40284,3159.67,3159.67,3121.37,3130.3,102904.45
40287,3096.79,3096.79,2977.77,2980.3,156394.43
40288,2980.08,2998.91,2941.35,2979.53,124783.82
40289,2984.62,3034.33,2972.1,3033.28,146027.65
40290,3021.29,3023.64,2978.46,2999.48,153337.73
40291,2995.57,3015.63,2966.79,2983.54,135881.39
40294,2988.08,2996.83,2965.83,2969.5,116254.42
40295,2962.15,2962.15,2866.34,2907.93,131158.55
40296,2883.17,2916.68,2865.47,2900.33,104850.72
40297,2912.2,2928.93,2867.94,2868.43,112206.33
40298,2867.65,2875.81,2820.95,2870.61,105989.98
40302,2821.35,2862.56,2809.13,2835.28,78762.91
40303,2804.51,2857.29,2770.33,2857.15,114155.8
40304,2838.95,2838.95,2735,2739.7,113201.24
40305,2685.99,2732.18,2665.81,2688.38,108502.46
40308,2690.86,2713.06,2646.59,2698.76,95439.35
40309,2745.6,2751.07,2638.53,2647.57,100980.56
40310,2628.02,2668.12,2604.2,2655.71,90582.04
40311,2653.58,2711.07,2646.9,2710.51,90736.12
40312,2692.1,2712.86,2677.19,2696.63,82576.73
40315,2663.88,2663.88,2557.24,2559.93,88207.61
40316,2555.14,2603.32,2529.63,2594.78,84659.77
40317,2581.63,2623.96,2554.98,2587.81,76631.74
40318,2571.54,2609.64,2551.45,2555.94,71961.66
40319,2492.58,2584.45,2481.97,2583.52,86998.3
40322,2596.32,2680.49,2596.32,2673.42,121771.22
40323,2654.36,2659.74,2609.09,2622.63,101697.42
40324,2620.85,2644.94,2610.51,2625.79,75202.47
40325,2615.11,2662.08,2583.55,2655.92,96516.28
40326,2680.4,2686.54,2641.41,2655.77,98648.77
40329,2647.87,2665.39,2591.53,2592.15,87203.75
40330,2577.76,2598.9,2534.27,2568.28,79814.66
40331,2548.54,2572.34,2521.06,2571.42,69692.52
40332,2575.77,2596.14,2551.53,2552.66,74462.43
40333,2536.23,2556.97,2527.87,2553.59,60645.96
40336,2508.33,2527.1,2491.66,2511.73,70153.78
40337,2510.08,2531.88,2491.65,2513.95,69342.66
40338,2523.88,2589.47,2501.12,2583.87,102662.53
40339,2561.55,2581.05,2554.79,2562.58,80569.29
40340,2574.9,2590.98,2566.62,2569.94,73920.37
40346,2588.97,2595.51,2559.72,2560.25,61650.7
40347,2556.6,2568.86,2505.33,2513.22,72840.91
40350,2517.29,2587.34,2504.32,2586.21,81694.03
40351,2579.63,2598.35,2572.96,2588.7,65898.44
40352,2576.34,2593.67,2546.52,2569.87,61894.82
40353,2563.64,2586.9,2554.34,2566.75,51020.73
40354,2556.54,2572.83,2534.27,2552.82,51688
40357,2550.65,2561.49,2528.39,2535.28,45257.33
40358,2534.5,2541.14,2425.93,2427.05,71361.87
40359,2409.54,2411.44,2382.36,2398.37,51154.35
40360,2393.95,2410.77,2371.78,2373.79,46415.16
40361,2371.32,2386.4,2319.74,2382.9,61545.27
40364,2358.76,2378.09,2335.57,2363.95,42999.67
40365,2358.28,2409.78,2356.55,2409.42,55618.26
40366,2407.67,2421.68,2392.57,2421.12,52493.74
40367,2429.68,2436.28,2402,2415.15,50449.2
40368,2416.58,2485.6,2398.68,2470.92,81834.66
40371,2468.54,2501.02,2455.81,2490.72,81580.61
40372,2468.69,2468.69,2439.24,2450.29,63392.04
40373,2456.1,2494.59,2456.1,2470.44,70221.22
40374,2465.99,2487.24,2423.65,2424.3,72186.34
40375,2414.68,2428.46,2389.07,2424.27,55992.24
40378,2399.58,2484.19,2392.27,2475.42,79475.3
40379,2477.75,2530.33,2477.46,2528.73,111641.75
40380,2529.62,2553.45,2520.15,2535.39,105772.53
40381,2525.98,2563.24,2522.2,2562.41,95754.9
40382,2566.85,2579.52,2549.24,2572.03,101168.59
40385,2576.37,2589.48,2556.47,2588.68,88588.78
40386,2581.59,2588,2565.64,2575.37,85156.95
40387,2574.32,2636,2564.16,2633.66,121947.19
40388,2635.05,2656.41,2623.94,2648.12,131200.31
40389,2642.85,2643.04,2614.73,2637.5,94120.94
40392,2635.81,2675.76,2633.65,2672.52,110228.62
40393,2678.79,2681.79,2626.72,2627,130397.5
40394,2620.5,2638.9,2589.99,2638.52,112845.73
40395,2636.24,2640.59,2606.62,2620.76,115426.38
40396,2618.71,2659.41,2598.91,2658.39,123369.6
40399,2656.36,2676.09,2650.4,2672.53,126564.69
40400,2672.79,2675.31,2594.34,2595.27,129567.7
40401,2587.62,2618.45,2586.02,2607.5,88759.71
40402,2584.92,2608.76,2570.96,2575.48,96005.86
40403,2576.69,2607.03,2564.84,2606.7,91346.89
40406,2603.79,2665.31,2596.77,2661.71,130747.04
40407,2663.18,2677.57,2654.01,2671.89,128597.72
40408,2674.5,2687.76,2654.41,2666.3,128831.04
40409,2669.43,2701.93,2659.3,2687.98,133233.66
40410,2677.02,2683.29,2636.91,2642.31,119817.34
40413,2637.82,2656.12,2629.71,2639.37,91492.89
40414,2636.53,2667.17,2614.56,2650.31,106318.34
40415,2634.95,2645.5,2595.73,2596.58,108265.74
40416,2604.88,2616.96,2590.61,2603.48,81805.46
40417,2602.5,2613.49,2588.64,2610.74,75183.46
40420,2622.27,2656.36,2620.19,2652.66,120862.4
40421,2644.79,2647.25,2626.79,2638.8,124753.74
40422,2641.05,2662.88,2604.49,2622.88,138493.97
40423,2646.89,2659.98,2636.42,2655.78,142065.82
40424,2658.13,2660.54,2631.85,2655.39,145978.03
40427,2667.2,2698.6,2664.24,2696.25,160243.82
40428,2698.22,2704.93,2679.02,2698.36,123619.82
40429,2687.71,2695.85,2674.32,2695.29,130961.46
40430,2698.64,2698.64,2651.6,2656.35,156158.83
40431,2657.24,2667.84,2628.83,2663.21,134130.26
40434,2665.66,2696.67,2660.61,2688.32,140796.35
40435,2694.07,2703.78,2678.97,2688.52,141033.36
40436,2688.39,2688.49,2645.86,2652.5,138474.77
40437,2646.92,2653.27,2583.34,2602.47,128503.05
40438,2607.55,2615.08,2592.53,2598.69,94665.86
40441,2601.48,2607.35,2573.63,2588.71,89768.76
40442,2593.76,2601.1,2580.18,2591.55,66352.72
40448,2600.54,2629.05,2597.14,2627.97,90540.42
40449,2625.33,2625.33,2607.02,2611.35,115012.77
40450,2608.92,2634.12,2603.93,2610.68,105883.85
40451,2599.72,2656,2597.6,2655.66,107081.51
40459,2681.25,2747.81,2677.99,2738.74,167621.12
40462,2755.03,2823.6,2755.03,2806.94,253469.82
40463,2795.76,2843.43,2782.34,2841.41,211787.46
40464,2842.14,2862.04,2826.22,2861.36,228385.39
40465,2881.55,2919.41,2864.52,2879.64,264686.13
40466,2863.74,2971.16,2858.22,2971.16,272950.78
40469,2985.46,3026.1,2944.72,2955.23,301231.07
40470,2949.63,3002.37,2931.91,3001.85,199631.33
40471,2947.51,3041.15,2942.51,3003.95,262064.86
40472,3009.23,3018.24,2958.55,2983.53,205073.04
