date,price_open,price_high,price_low,price_close,amount
38075,1734.59,1740.31,1717.86,1719.67,14358.91
38076,1718.78,1727.18,1711.66,1724.28,12300.18
38077,1726.57,1745.7,1724.21,1741.62,14187.23
38078,1744.71,1758.98,1741.33,1758.15,16084.64
38079,1760.47,1771.67,1756.65,1768.65,18900.26
38082,1771.74,1774.12,1753.71,1766.48,21645.5
38083,1767.32,1777.74,1754.74,1777.52,20784.28
38084,1779.43,1783.01,1771.13,1774.55,20473.71
38085,1774.4,1778.1,1765.02,1770.28,20656.15
38086,1770.91,1778.22,1721.59,1727.35,22170.52
38089,1717.2,1729.62,1702.4,1722.99,16316.11
38090,1724.58,1734.92,1710.39,1715.14,16730.36
38091,1714.53,1716.82,1678.34,1697.16,16834.94
38092,1697.24,1705.02,1674.91,1679.08,12962.22
38093,1678.97,1694.56,1656.3,1693.86,14467.18
38096,1695.33,1698.69,1672.35,1675.89,11694.36
38097,1674.36,1682.05,1659.95,1669.42,11079.45
38098,1669.38,1675.36,1645.08,1651.58,12293.84
38099,1649.05,1659.79,1637.29,1657.79,10241.89
38100,1653.94,1653.99,1632.56,1635.5,9802.43
38103,1633.27,1644.5,1623.05,1635.5,8296.34
38104,1636.44,1640.7,1608.81,1611.86,10412.61
38105,1606.42,1615.14,1589.1,1606.8,10169.46
38106,1605.3,1613.56,1578.09,1579.45,10990.14
38107,1579.97,1599.56,1572.23,1595.59,9950.05
38117,1600.63,1603.07,1555.26,1560.22,6320.91
38118,1556.72,1570.76,1545.63,1568.06,6118.23
38119,1568.41,1604.42,1564.14,1603.77,8683.94
38120,1605.7,1606.07,1589.46,1597.57,7298.79
38121,1596.73,1597.32,1558.54,1562.69,7340.28
38124,1556.67,1562.39,1537.47,1539.96,6490.72
38125,1537.34,1555.86,1526.24,1555.44,9771.76
38126,1559.26,1575.38,1548.16,1558.29,9588.84
38127,1556.69,1571.3,1542.22,1549.06,7063.73
38128,1548.56,1559.86,1545.62,1558.33,6357.03
38131,1559.55,1562.33,1547.36,1550.35,5981.19
38132,1549.02,1549.59,1516.35,1518.05,7048.29
38133,1515.16,1529.91,1508.65,1524.44,5533.02
38134,1524.94,1559.55,1515.97,1557.18,9268.05
38135,1558.42,1561,1545.65,1548.72,6628.51
38138,1549.03,1556.79,1544.71,1555.91,5586.2
38139,1555.56,1579.82,1553.12,1579.66,11035.33
38140,1580.21,1580.57,1562.24,1567.07,11697.22
38141,1566.42,1566.83,1540.74,1543.53,9216.85
38142,1541.09,1549.5,1534.99,1542.09,8151.32
38145,1538.46,1538.5,1508.87,1517.15,7066.98
38146,1514.78,1519.99,1488.63,1493.81,7770.32
38147,1492.2,1497.18,1464.16,1468.07,8756.7
38148,1465.56,1478.17,1456.32,1468.34,7739.2
38149,1471.69,1499.46,1469.54,1472.07,7772.18
38152,1471.45,1471.45,1431.31,1438.74,7593.39
38153,1436.08,1469.57,1433.03,1463.78,7223.73
38154,1465.23,1491.69,1452.58,1475.42,7844.61
38155,1475.27,1478.49,1443.53,1445.5,6783.64
38156,1442.48,1442.48,1411.03,1427.3,7343.85
38159,1421.83,1434.2,1414.97,1433.47,5846.25
38160,1434.42,1456.13,1430.96,1450.68,8316.55
38161,1450.07,1450.11,1428.8,1440.73,6505.75
38162,1438.31,1447.39,1426.49,1427.75,6935.93
38163,1426.55,1434.47,1399.39,1401.11,7064.11
38166,1396.36,1397.52,1380.2,1385.18,5621.29
38167,1384.64,1409.38,1376.22,1408.69,6847.56
38168,1408.27,1415.84,1394.68,1399.16,5567.72
38169,1398.2,1445.1,1396.35,1441.07,9389.31
38170,1441.12,1447.61,1428.07,1441.19,7260
38173,1440.17,1444.93,1429.12,1444.59,5422.66
38174,1445.4,1466.78,1445.32,1450.5,8269.71
38175,1448.95,1448.96,1434.29,1438.4,5335.86
38176,1436.47,1440.64,1426.95,1439.78,4646.71
38177,1439.74,1451.75,1429.14,1430.65,4903.99
38180,1426.25,1426.25,1393.81,1397.15,5651.49
38181,1395.35,1403.14,1389.16,1399.46,4573.02
38182,1399.87,1408.99,1378.91,1403.76,6564.52
38183,1404.47,1422.26,1399.98,1421.54,8379.32
38184,1423.69,1458.39,1422.24,1456.13,14521.79
38187,1456.77,1465.84,1447.05,1457.54,8918.16
38188,1457.23,1457.29,1440.06,1447.94,8267.58
38189,1446.52,1452.86,1436.85,1448.04,6525.01
38190,1448.13,1449.69,1404.54,1407.44,8737.4
38191,1403.36,1408.46,1387.26,1407.4,6923.96
38194,1401.84,1401.88,1381.91,1387.67,5300.21
38195,1387,1395.31,1373.42,1384.13,5818.17
38196,1385.5,1397.17,1366.5,1388.81,6177.06
38197,1388.62,1407.36,1385.96,1407.33,7127.89
38198,1408.49,1409.12,1384.74,1386.2,5871.53
38201,1381.88,1383.08,1370.5,1373.22,4735.43
38202,1371.28,1378.2,1363.69,1366.26,5436.68
38203,1365.67,1424.55,1364.01,1404.51,10832.31
38204,1402.37,1413.08,1387.55,1389.04,6800.56
38205,1388.07,1400.95,1380.32,1390.46,5898.39
38208,1388.08,1397.59,1382.94,1395.85,5068.29
38209,1396.62,1404.72,1390.94,1400.77,4507.09
38210,1401.02,1401.25,1382.24,1384.96,4806.19
38211,1378.79,1378.79,1357.08,1368.2,5137.07
38212,1361.99,1377.82,1358.32,1368.45,5353.43
38215,1366.52,1369.87,1350.84,1354.51,4673.42
38216,1354.38,1364.41,1344.81,1360.2,4698.18
38217,1359.87,1371.23,1357.03,1358.22,5102.23
38218,1357.23,1357.27,1333.48,1340.45,5098.51
38219,1338.31,1349.48,1327.77,1341.74,4926.8
38222,1339.93,1339.94,1322.98,1325.41,3922.72
38223,1323.79,1347.15,1317.56,1344.63,5432.91
38224,1344.46,1346.97,1334.29,1339.78,3810.56
38225,1339.62,1340.95,1330.22,1334.42,3497.27
38226,1333.31,1337.73,1314.6,1320.61,4034.2
38229,1318.32,1322.23,1310.02,1319.41,3410.19
38230,1342.3,1360.75,1331.76,1342.06,6873.35
38231,1340.75,1340.77,1319.86,1321.46,3639.04
38232,1319.07,1328.61,1303.19,1327.93,4812.78
38233,1327.81,1333.22,1319.83,1327.12,4056.54
38236,1326.46,1326.87,1315.96,1321.47,3194.22
38237,1321.21,1325.68,1312.31,1324.29,3166.53
38238,1322.84,1323.26,1302.11,1309.33,4048.42
38239,1307.47,1307.47,1281.75,1284.31,4421.93
38240,1281.58,1287.75,1270.94,1287.08,3369.49
38243,1285.32,1285.32,1259.43,1260.32,3813.12
38244,1266.23,1305.73,1266.23,1300.36,6965.92
38245,1303.29,1374.04,1301.38,1355.23,17022.34
38246,1364.25,1377.99,1354.2,1371.2,13489.36
38247,1373.5,1415.64,1368.54,1414.7,18842.05
38250,1423.97,1463.79,1422.9,1463.22,26290.82
38251,1466.2,1467.54,1436.51,1448.56,22392.13
38252,1444.25,1451.41,1414.7,1420.15,19496.83
38253,1417.39,1464.98,1408.61,1464.78,14700.58
38254,1475.09,1496.21,1434.31,1435.56,28667.52
38257,1452.51,1466.4,1419.31,1427.4,12904.65
38258,1430.22,1438.05,1416.6,1435.59,9254.86
38259,1436.71,1438.98,1417.83,1420.01,8676.82
38260,1418.11,1420.05,1390.68,1396.7,8234.66
38268,1395.67,1423.2,1373.93,1422.93,9385.25
38271,1424.23,1437.57,1409.22,1413.15,16434.17
38272,1410.61,1410.61,1380.69,1384.44,11572.51
38273,1382.36,1393.65,1372.06,1386.72,9790.17
38274,1386.86,1387.36,1331.13,1332.94,11661.33
38275,1328.47,1340.12,1312.55,1330.52,8960.32
38278,1332.52,1341.78,1316.32,1335.39,6804.06
38279,1339.06,1361.81,1334.47,1337.62,8444.42
38280,1337.71,1337.72,1311.88,1330.58,7605.66
38281,1331.22,1340.96,1304.54,1310.55,10673.49
38282,1310.85,1330.56,1294.04,1329.36,11619.27
38285,1337.25,1346.88,1308.89,1311.15,11808.96
38286,1309.62,1325.2,1289.87,1324.78,10965.41
38287,1326.92,1343.03,1314.87,1342.8,12961.63
38288,1340.82,1356.63,1336.75,1341.74,12244.17
38289,1316.6,1337.28,1304.07,1320.54,11215.93
38292,1317.66,1323.1,1304.29,1305.29,7218.35
38293,1303.88,1306.28,1290.99,1301.53,6711.53
38294,1304.57,1327.5,1301.32,1326.75,8411.26
38295,1328.12,1338.26,1301.36,1304.78,8753.62
38296,1308.65,1315.94,1298.71,1305.13,6257.66
38299,1303.52,1307.62,1292.91,1304.23,4398.21
38300,1304.37,1313.15,1299.94,1307.43,4270.4
38301,1310.32,1360.71,1302.7,1354.39,14102.14
38302,1358.65,1379.86,1346.03,1347.07,16803.18
38303,1346.84,1360.33,1341.12,1352.22,9490.68
38306,1354.48,1370.62,1354.48,1370.05,8929.43
38307,1372.58,1376.19,1361.28,1370.39,8616.09
38308,1370.7,1370.79,1350.52,1356.14,7593.39
38309,1353.5,1368.06,1352.89,1367.83,7315.56
38310,1369.81,1380.08,1365.24,1379.96,8670.28
38313,1381.58,1387.34,1374.41,1383.02,10273.9
38314,1383.53,1383.79,1368.14,1371.24,10039.12
38315,1371.32,1380.77,1358.45,1359.13,9764.01
38316,1358.41,1362.16,1348.41,1358.33,7758.39
38317,1357.54,1362.49,1354.8,1356.73,6121.81
38320,1354.58,1354.58,1335.61,1337.43,6080.04
38321,1336,1341.48,1332.29,1340.77,5475.05
38322,1340.92,1342.55,1332.97,1334.94,5797.06
38323,1333.57,1334.06,1324.55,1333.09,7714.8
38324,1333.01,1343.71,1332.86,1337.2,8201.37
38327,1337.81,1342.83,1327.38,1339.64,6326.78
38328,1339.82,1340.88,1322.82,1323.75,5960.76
38329,1331.28,1337.87,1322.05,1326.44,4929.9
38330,1326.74,1352.46,1318.47,1338.81,8334.09
38331,1336.63,1340.37,1316.64,1317.72,6280.95
38334,1312.61,1314.4,1299.8,1309.69,4859.2
38335,1309.07,1315.89,1303.15,1307.55,4652.2
38336,1307.34,1317.82,1291.86,1313.05,6514.9
38337,1311.03,1317.62,1302.49,1305.02,5060.28
38338,1303.94,1303.94,1288.24,1290.49,4229.6
38341,1286.07,1286.07,1272.15,1275.46,4603.04
38342,1275.09,1285.7,1271.03,1275.17,3734.4
38343,1277.18,1307.73,1275.06,1307.57,7370.73
38344,1308.58,1308.59,1280.72,1282.72,4917.1
38345,1281.32,1290.66,1280.38,1285.04,4282.65
38348,1285.41,1292.31,1276.73,1280.27,4172.83
38349,1280.93,1283.63,1271.91,1278.94,4318.21
38350,1278.69,1285.55,1270.89,1274.31,4767.54
38351,1273.15,1280.57,1264.15,1273.71,5014.1
38352,1275.39,1280.83,1264.49,1266.5,4695.7
38356,1260.78,1260.78,1238.18,1242.77,4418.45
38357,1241.68,1258.58,1235.75,1251.94,4916.59
38358,1252.49,1252.74,1234.24,1239.43,4381.37
38359,1239.32,1256.31,1235.51,1244.75,5040.04
38362,1243.58,1252.72,1236.09,1252.4,4118.29
38363,1252.71,1260.87,1247.84,1257.46,4368.28
38364,1257.17,1257.19,1246.42,1256.92,3799.86
38365,1255.72,1259.5,1251.02,1256.31,5003.68
38366,1255.87,1268.86,1243.87,1245.62,5272.49
38369,1235.57,1236.4,1214.06,1216.65,5434.89
38370,1215.78,1226.04,1207.05,1225.45,5294.36
38371,1225.07,1225.07,1214.64,1218.11,4677.98
38372,1213.37,1213.96,1199.17,1204.39,5383.8
38373,1201.93,1237.91,1189.21,1234.48,9001.89
38376,1258.02,1265.95,1239.8,1255.78,9786.78
38377,1252.35,1254.87,1239.16,1254.23,6439.33
38378,1252.37,1254.23,1240.13,1241.96,5351.52
38379,1239.58,1241.14,1223.88,1225.89,4955.03
38380,1223.73,1226.3,1208.86,1213.67,4199.94
38383,1210.76,1210.76,1190.17,1191.82,4668.01
38384,1189.5,1203.07,1187.26,1188.93,4907.93
38385,1189.5,1253.16,1189.5,1252.5,10397.27
38386,1253.81,1269.16,1236.18,1242.31,10897.29
38387,1238.61,1274.12,1235.64,1269,9664.35
38399,1276.02,1291.47,1270.32,1278.88,7980.11
38400,1280.03,1280.03,1263.71,1276.13,6103.11
38401,1275.66,1278.62,1258.56,1258.97,5785.5
38404,1259.53,1284.94,1259.51,1284.48,6930.69
38405,1285.63,1312.53,1282.78,1309.28,12773.51
38406,1309.62,1316.59,1299.15,1309.48,13699.23
38407,1307.04,1310.97,1296.98,1309.95,11356.35
38408,1311.37,1328.53,1311.21,1312.45,13978.98
38411,1311.44,1315.14,1298.93,1306,10244.6
38412,1305.25,1308.76,1295.64,1303.41,7981.06
38413,1303.31,1316.72,1285.92,1287.45,10749.39
38414,1285.2,1295.25,1276.88,1294.34,6981.24
38415,1294.16,1299.6,1286.48,1287.71,6269.24
38418,1288.41,1296.88,1287.74,1293.74,6283.01
38419,1298.25,1318.9,1296.91,1318.27,11159.5
38420,1321.21,1326.08,1310.24,1316.79,12224.77
38421,1316.9,1316.9,1282.53,1286.23,10537.29
38422,1284.51,1292.53,1278.15,1289.94,9039.33
38425,1288.99,1304.11,1271.51,1293.5,11968.38
38426,1293.13,1293.26,1266.64,1269.14,9678.24
38427,1267.05,1268.19,1247.89,1255.59,8330.51
38428,1255.99,1257.79,1242.51,1243.48,7813.7
38429,1242.45,1248.03,1223.62,1227.4,7341.66
38432,1226.14,1232.82,1220.82,1231.05,5815.38
38433,1230.68,1231.68,1202.43,1206.92,8148.38
38434,1205.76,1218.01,1194.32,1201.65,7851.21
38435,1200.26,1208.61,1187.58,1208.19,6700.15
38436,1207.2,1211.16,1199.87,1205.63,5076.36
38439,1204.85,1204.85,1185.46,1200.11,4909.95
38440,1199.69,1209.23,1194.59,1195.02,5191.81
38441,1192.45,1192.45,1171.81,1172.57,6153.73
38442,1168.83,1181.53,1162.03,1181.24,5371.67
38443,1180.37,1237.8,1173.54,1223.57,10792.49
38446,1212.12,1218.28,1196.94,1202.97,7947.33
38447,1200.69,1209.34,1189.26,1191.75,6448.64
38448,1191.2,1220.42,1183.91,1214.87,9920.45
38449,1216.73,1248.06,1213.65,1225.49,14124.44
38450,1225.05,1249.2,1218.76,1248.52,10084.95
38453,1248.15,1252.81,1235.36,1240.97,11032.47
38454,1239.13,1239.13,1218.51,1219.51,7600.59
38455,1228.97,1254.32,1228.97,1248.2,11064.21
38456,1252.21,1253.6,1233.24,1234.33,8614.32
38457,1229.68,1229.68,1213.2,1216.96,7801.31
38460,1212.39,1212.39,1190.98,1197.74,6296.26
38461,1196.28,1202.49,1191.23,1199.9,6108.77
38462,1198.96,1198.96,1178.64,1184.19,5938.91
38463,1182.2,1190.54,1167.99,1172.56,7070.09
38464,1171.03,1177.89,1163.4,1169.19,7266.51
38467,1166.34,1166.34,1146.41,1157.97,6908.6
38468,1155.64,1169.15,1151.64,1165.34,7207.43
38469,1165.1,1166.2,1148.14,1148.76,7082.59
38470,1145.75,1172.71,1135.73,1169.12,9044.19
38471,1168.33,1170.2,1155.99,1159.15,7373.84
38481,1160.62,1165.39,1130.41,1130.84,5551.48
38482,1126.82,1135.8,1108.42,1135.56,6768.36
38483,1134.6,1140.17,1121.87,1124.27,5633.26
38484,1122.18,1122.92,1099.84,1103.99,6506.23
38485,1101.61,1120.17,1093.28,1107.63,6567.87
38488,1105.4,1105.4,1082.14,1095.47,5058.2
38489,1091.26,1108.18,1083.94,1099.64,5353.71
38490,1099.74,1108.84,1090.3,1102.97,5061.37
38491,1101.75,1107.23,1083.12,1103.48,5120.49
38492,1100.49,1108.61,1094.67,1099.27,4520.43
38495,1095.31,1095.31,1069.44,1070.84,4305.64
38496,1066,1078.1,1057.54,1073.85,5065.25
38497,1072.52,1082.18,1064.88,1072.14,4489.15
38498,1071.21,1077.44,1055.82,1058.87,4454.78
38499,1056.32,1068.21,1050.06,1051.95,4902.91
38502,1049.72,1063.95,1043.28,1060.16,4083.24
38503,1061.61,1070.5,1057.75,1060.74,4241.96
38504,1059.61,1063.52,1035.71,1039.19,4695.65
38505,1036.73,1036.73,1008.75,1016.06,5557.81
38506,1013.9,1019.92,1000.52,1013.64,4502.22
38509,1010.38,1034.85,998.23,1034.38,5027.26
38510,1036.62,1055.63,1029.54,1030.94,7466.02
38511,1044.18,1118.69,1040.16,1115.58,19011.91
38512,1118.81,1146.42,1103.68,1131.05,19595.25
38513,1130.55,1130.55,1101.83,1108.29,13613.19
38516,1105.96,1112.1,1085.87,1106.29,8942.35
38517,1108.34,1119.68,1092.4,1093.46,8745.41
38518,1090.46,1090.46,1070.06,1072.84,7353.77
38519,1071.77,1086.35,1064.03,1086.01,7028.49
38520,1090.11,1094.67,1079.08,1085.61,8420.85
38523,1087.85,1115.86,1073.41,1115.62,10148.73
38524,1115.67,1115.67,1098.9,1101.49,7335.78
38525,1098.96,1103.25,1090.75,1102.03,5901.88
38526,1100.56,1106.75,1092.48,1093.7,5472.69
38527,1091.99,1102.23,1087.69,1101.88,5084.83
38530,1108.47,1129.96,1108.47,1124.64,10530.16
38531,1120.94,1120.94,1105.34,1108.59,6311.8
38532,1111.67,1113.52,1103.91,1104.99,6542.25
38533,1103.48,1103.48,1078.1,1080.94,6406.96
38534,1077.31,1077.31,1053.63,1055.59,6137.89
38537,1050.24,1050.24,1030.18,1047.28,5092.03
38538,1043.88,1047.82,1032.52,1039.04,5146.9
38539,1040.7,1044.78,1028.22,1033.55,4259.55
38540,1033.22,1044.05,1030.5,1038.6,3675.45
38541,1036.41,1036.41,1015.4,1017.98,4339.93
38544,1026.79,1043.21,1009.04,1011.5,4783.91
38545,1007.9,1048.92,1004.08,1046.16,8183
38546,1044.58,1045.94,1033.81,1037.39,5622.99
38547,1035.53,1049.88,1033.17,1040.42,5531.87
38548,1039.61,1046.36,1021.99,1026.12,5238.36
38551,1023.38,1023.38,1008.52,1012.1,4263.92
38552,1011.01,1020.68,1004.66,1014.36,3987.36
38553,1013.98,1025.1,1008.68,1021.05,4443.61
38554,1020.69,1022.04,1009.99,1020.63,4828.6
38555,1026.13,1054.64,1024,1046.32,10988.27
38558,1045.27,1048.97,1040.59,1045.4,6133.58
38559,1046.54,1078.06,1046.54,1072.81,10988.61
38560,1072.56,1090.19,1068.5,1089.91,10151.05
38561,1090.11,1097.63,1083.36,1086.55,10644.64
38562,1084.97,1088.48,1077.12,1083.03,7214.53
38565,1082.8,1094.15,1081.12,1088.95,6157.19
38566,1089.53,1104.04,1084.8,1104.04,7692.85
38567,1106.32,1120.68,1103.9,1107.7,12776.48
38568,1104.91,1108.16,1099.13,1102.59,7868.62
38569,1102.62,1129.07,1102.6,1128.74,12420.79
38572,1131.8,1146.73,1131.8,1138.88,13802.88
38573,1139.12,1152.94,1130.59,1152.53,12046.5
38574,1153.21,1165.13,1144.95,1165.03,13534.19
38575,1165.44,1184.26,1164.1,1183.58,16887.08
38576,1185.27,1192.05,1161.79,1167.92,18050.45
38579,1167.03,1187.8,1163.85,1187.01,14789.33
38580,1188.02,1192.92,1170.11,1177.28,15905.67
38581,1175.18,1193.57,1160.08,1192.83,14750.16
38582,1194.44,1201.76,1146.56,1148.04,22157.49
38583,1144.46,1157.37,1132.87,1150.18,13643.29
38586,1148.97,1162.04,1142.68,1158.6,10541.83
38587,1158.83,1159.63,1139.24,1149.96,9541.76
38588,1151.45,1171.43,1151.45,1167.14,9988.17
38589,1168,1172.69,1157.18,1172.48,10524.24
38590,1173.01,1174.54,1163.99,1171.86,10435.82
38593,1172,1172.01,1147.93,1154.43,10038.65
38594,1151.62,1153.77,1145.27,1146.39,8143.99
38595,1145.81,1163.52,1140.1,1162.8,9602.7
38596,1163.7,1185.76,1160.05,1184.93,15061.85
38597,1187.06,1188.91,1179.11,1188.85,12859.55
38600,1189.06,1196.87,1184.01,1196.22,11748.63
38601,1197.23,1201.82,1172.06,1173.32,15305.13
38602,1170.77,1194.59,1168.58,1194.31,13196.06
38603,1196.27,1201.46,1184.79,1194.41,14509.46
38604,1194.5,1204.46,1184.42,1189.63,10145.68
38607,1189.75,1191.93,1181.43,1188.21,7740.56
38608,1188.25,1207.4,1186.22,1207.16,11717.91
38609,1209.27,1217.41,1204.55,1217.26,14981.77
38610,1217.52,1218.94,1210.72,1217.28,12897.08
38611,1217.42,1217.76,1208.56,1212.95,10462.81
38614,1213.49,1220.97,1210.19,1220.63,11635.69
38615,1222.26,1223.56,1204.87,1212.62,15130.01
38616,1210.85,1210.85,1186.98,1187.99,14256.99
38617,1185.69,1185.69,1147.19,1159.96,13184.54
38618,1157.3,1164.6,1149.75,1151.98,8582.25
38621,1150.93,1155.6,1147.27,1155.04,6863.23
38622,1155.05,1157.8,1132.53,1133.24,8530.86
38623,1131.32,1142.49,1129.05,1131.77,6830.65
38624,1134.44,1155.78,1134.44,1155.49,8633.59
38625,1156.77,1158.7,1150.63,1155.61,6959.51
38635,1153.67,1153.67,1137.29,1138.95,5461.4
38636,1137.95,1157.3,1133.9,1157.19,6399.25
38637,1157.49,1165.67,1152.25,1161.85,9335.21
38638,1162.02,1165.36,1152.09,1152.61,8600.49
38639,1152.37,1154.32,1135.51,1139.55,7740.78
38642,1138.38,1138.38,1121.97,1131.38,7421.97
38643,1131.26,1142.04,1129.67,1141.2,9264.64
38644,1141.05,1150.59,1132.48,1134.61,9088.38
38645,1133.45,1136.31,1119.38,1135.95,8498.98
38646,1135.61,1145.99,1132.36,1141.32,8653.63
38649,1141.33,1143.46,1133.92,1141.17,8118.83
38650,1140.17,1140.17,1121.29,1121.92,8050.07
38651,1119.43,1119.43,1094.57,1097.16,8706.27
38652,1093.93,1101.27,1087.48,1097.78,8081.97
38653,1097.59,1102.02,1067.41,1080.87,8018.88
38656,1079.04,1096.15,1078.29,1092.82,6516.48
38657,1091.68,1094.15,1074.3,1089.95,6325.53
38658,1090,1108.88,1090,1104.79,8157.76
38659,1104.59,1111.44,1090.82,1095.27,7510.89
38660,1094.26,1100.43,1087.85,1100.05,5950.85
38663,1099.53,1100.95,1089.83,1100.65,5464.94
38664,1099.94,1111.12,1092.54,1110.15,6723.3
38665,1110.55,1117.06,1107.64,1108.15,7503.74
38666,1106.94,1106.94,1086.1,1088.3,7112.32
38667,1085.69,1094.31,1078.58,1090.19,5378.46
38670,1089.56,1089.71,1083.02,1088.65,3894.57
38671,1088.51,1099.03,1082.51,1087.51,5351.84
38672,1086.83,1096.3,1075.43,1095.89,5363.16
38673,1094.88,1098.68,1090.36,1095.31,5135.46
38674,1095.52,1122.61,1093.53,1117,9760.98
38677,1117.78,1122.88,1114.24,1119.94,6496.17
38678,1119.69,1119.69,1098.5,1098.66,5958.94
38679,1096.56,1106.48,1093.95,1105.75,4988.74
38680,1105.34,1117.94,1103.76,1113.37,7054.04
38681,1113.28,1115.08,1107.21,1114.92,6240.72
38684,1113.83,1119.35,1106.94,1110.82,5410.85
38685,1109.57,1110.31,1095.34,1096.99,4850.38
38686,1095.3,1099.58,1090.72,1099.26,4617.6
38687,1098.78,1104.56,1094.44,1098.75,4050.47
38688,1099.76,1102.76,1089.56,1094.29,4672.8
38691,1093.1,1093.1,1077.41,1079.2,4817.78
38692,1077.58,1089.59,1074.01,1087.79,4877.16
38693,1087.74,1100.05,1086.73,1099.62,4594.16
38694,1100.69,1106.34,1092.99,1098.32,4671.67
38695,1097.52,1114.58,1094.74,1113.48,6071.55
38698,1115.75,1118.53,1109.08,1116.37,5462.03
38699,1115.77,1119.42,1106.75,1117.85,5192.94
38700,1117.47,1127.63,1110.21,1125.39,7022.89
38701,1125.67,1134.85,1121.56,1123.56,7606.54
38702,1122.73,1127.94,1118.94,1127.51,5810.03
38705,1127.84,1134.5,1123.5,1131.75,5214.82
38706,1131.8,1136.39,1126.99,1136.34,5224.17
38707,1135.98,1142.39,1128.94,1130.76,5550.11
38708,1129.56,1136,1125.95,1135.24,5187.96
38709,1135.7,1144.94,1135.07,1144.87,6620.14
38712,1145.77,1159.78,1145.34,1156.82,8583.11
38713,1157.49,1158.16,1149.85,1154.29,7091.74
38714,1155.12,1157.2,1149.27,1157.03,6585.03
38715,1157.51,1169.87,1157.51,1169.86,10681.22
38716,1171.57,1173.06,1158.97,1161.06,10196.71
38721,1163.88,1181,1161.91,1180.96,11970.43
38722,1183.31,1197.84,1180.45,1197.27,14767.2
38723,1198.81,1215.54,1191.61,1209.42,17130.47
38726,1210.32,1217.31,1205.25,1215.67,14206.4
38727,1215.85,1220.76,1203.65,1220.62,13496.37
38728,1219.81,1223.56,1204.04,1211.05,15082.32
38729,1208.77,1227.3,1205.28,1226.7,12903.54
38730,1228.16,1231.22,1214.88,1221.46,13205.63
38733,1221.11,1221.39,1202.59,1202.87,11984.85
38734,1200.26,1209.02,1198.84,1208.44,9452.66
38735,1207.53,1234.53,1206.36,1233.35,12458.43
38736,1235.08,1251.96,1230.85,1251.58,15371.38
38737,1251.41,1258.7,1247.2,1255.31,16220.86
38740,1254.78,1257.35,1244.27,1255.77,14114.14
38741,1256.01,1262.09,1247.01,1252.06,15779.3
38742,1251.27,1260.17,1245.92,1258.05,13682.17
38754,1263,1287.67,1263,1287.63,14910.76
38755,1289.45,1297.4,1270.4,1282.1,19670.59
38756,1282.12,1291.74,1276.02,1290.06,16340.29
38757,1288.97,1288.97,1266.81,1269.45,14199.1
38758,1269.54,1284.1,1266.23,1282.66,13158.59
38761,1283.78,1284.95,1267.56,1279.64,12998.01
38762,1279.63,1286.42,1275.85,1286.33,11114.64
38763,1289.14,1301,1288.64,1299.17,14778.79
38764,1298.5,1298.5,1268.56,1270.63,15711.53
38765,1269.4,1280.04,1265.14,1267.41,12612.96
38768,1268.11,1279.42,1265.38,1267.54,10469.05
38769,1266.65,1288.55,1256.81,1288.42,12932.89
38770,1288.85,1297.94,1282.91,1284.23,13583.89
38771,1284.13,1289.94,1273.94,1288.85,10638.93
38772,1289.43,1297.34,1286.96,1296.87,11377.2
38775,1297.69,1304.61,1293.47,1297.19,13278.27
38776,1294.81,1299.47,1277.74,1299.03,11698.98
38777,1299.15,1308.2,1297.76,1306.59,11713.89
38778,1306.59,1307.64,1281.57,1285.67,14619.8
38779,1284.61,1295.41,1275.62,1293.3,12505.6
38782,1292.75,1296.85,1286.64,1288.95,9697.6
38783,1288.26,1288.26,1257.54,1259.92,10611.75
38784,1256.69,1258.24,1238.16,1250.38,9328.37
38785,1247.46,1253.76,1242.68,1245.17,7572.69
38786,1245.19,1253.91,1240.75,1245.65,7035
38789,1245.3,1260.07,1245.3,1259.67,6762.69
38790,1260.42,1262.75,1250.28,1259.04,7156.89
38791,1259.23,1275.52,1258.15,1274.81,9402.43
38792,1274.62,1277.19,1270.83,1274.19,9294.38
38793,1273.01,1276.63,1265.61,1269.46,9258.87
38796,1269.58,1288.97,1264.41,1288.42,9830.2
38797,1288.56,1297.61,1285.43,1290.4,12044.25
38798,1289.46,1296.91,1281.13,1296.71,10977.86
38799,1296.19,1302.79,1289.53,1302.46,12667.48
38800,1302.14,1308.06,1293.3,1294.7,12420.5
38803,1296.07,1296.59,1283.68,1295.92,10310.24
38804,1295.76,1302.65,1293,1298.79,11798.73
38805,1299.38,1313.13,1296.59,1305.57,17299.64
38806,1305.84,1308.5,1293.83,1294.72,13523.59
38807,1291.52,1298.75,1285.74,1298.3,13957.86
38810,1298.68,1319.49,1298.68,1319.47,17513.53
38811,1319.84,1330.11,1315.33,1329.8,19932.25
38812,1330.56,1341.5,1326.53,1340.16,20009.05
38813,1341.74,1348.52,1336.14,1339.74,22006.61
38814,1340.65,1345.29,1330.51,1342.97,20781.67
38817,1344.24,1359.41,1339.52,1359.08,20511.66
38818,1360.98,1366.52,1350.32,1362.23,22753.84
38819,1361.74,1364.69,1355.66,1360.13,18649.7
38820,1359.28,1364.32,1331.68,1332.33,20205.47
38821,1330.1,1360.09,1328.44,1359.54,17964.28
38824,1360.64,1383.65,1353.4,1378.61,20238.07
38825,1379.81,1391.38,1370.15,1385.11,18176.07
